person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes
-0.803934821689522,0.9981348429535678,-0.9105952212214572,-0.8858000289538392,-0.11911952507171777,-1.2588460587802,-0.9991406203957871,-1.0062013307303896,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.041094029596343395,0.20625960817462458,-0.06824198573841607,-0.5681057113709193,-1.1223984973075616,-0.9138085170716636,0.032139767033356796,0.08602015952682578,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.803934821689522,0.11434634597387719,-0.9105952212214572,0.3849772413778407,-0.3405790975384927,0.006291594151100143,-0.7413205235385011,0.6619187634806303,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.46592328117517584,-0.0721989572759086,-0.9105952212214572,-1.1876096306576132,0.2868896911173692,-1.2588460587802,-0.9991406203957871,0.04630301442656339,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0691632726824203,0.26043436624824157,2.6272883678073153,-0.5681057113709193,-0.6929011446447257,-0.9138085170716636,1.3212402513197867,0.06616158697669458,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.803934821689522,0.4739511914816416,-0.9105952212214572,-0.4092585525794593,0.8271168300135933,-0.9138085170716636,-0.4835004266812152,1.2775345125346973,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.041094029596343395,4.057193580279551,0.10022866135819215,2.4499903056668204,1.7834195293019393,-0.798796003168818,0.032139767033356796,0.7214944811310239,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.2969175109180028,0.15912895893521614,-0.4051832799316325,-0.5681057113709193,-1.0485786398186367,-0.798796003168818,-0.9991406203957871,0.522908755629712,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.041094029596343395,-0.3703686693765516,0.4371699555514086,-0.5681057113709193,-1.008313263006496,-0.33874594755743637,0.28995986389064277,-1.0062013307303896,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5.280272907568709,2.01925256698614,5.322818721353047,0.3849772413778407,-0.1392522134777884,-0.9138085170716636,5.446361801036362,0.4633330379793184,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6349290514323489,0.4395957133077824,-0.23671263283502428,0.22613008258638068,0.045297430244524255,-0.45375846146028176,-0.7413205235385011,1.3966859478354845,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7171171106250357,-0.27250807844516767,0.2686993084548004,0.22613008258638068,-1.2834600045561253,0.4663416497624817,-0.2256803298239292,0.3838987477787936,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.6349290514323489,0.1420902483121196,-0.7421245741248489,-0.4092585525794593,-1.347213517842015,-0.6837834892659727,-0.4835004266812152,-0.926767040529865,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.46592328117517584,0.30093799204494065,-0.7421245741248489,-0.8063764495581093,-1.2029292509318434,-1.028821030974509,-0.7413205235385011,0.4633330379793184,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.041094029596343395,3.044000478685464,0.2686993084548004,0.06728292379492068,-0.018456083041365916,-1.1438335448773544,0.032139767033356796,0.7214944811310239,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6349290514323489,-0.6132513956929132,-0.5736539270282407,-1.0446471877452992,0.1157618396657705,-0.798796003168818,-0.9991406203957871,-0.2118584287251421,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.46592328117517584,-0.18977069485740244,-0.23671263283502428,-0.7269528701623793,-0.8573180999609677,-0.798796003168818,-0.7413205235385011,0.06616158697669458,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
